Scene,Algorithm,Run,Seed,BestFitness,Runtime,Feasible,Violation,NEvals,FirstFeasibleIter,FirstFeasibleTime,RepairCount,RepairSuccessCount,ViabilityFieldCount,ViabilityFieldSuccessCount,WallClock
2,CVF-AE,3,20280733,303.807588567584,6.6663422,1,0,9550,5,0.1059921,509,320,11,10,0.0028684
2,CVF-AE,4,20280734,295.547274107046,6.8252708,1,0,9560,10,0.2894857,512,314,18,13,0.0028212
2,CVF-AE,5,20280735,307.857718941039,6.7181685,1,0,9557,9,0.2194704,511,348,16,12,0.0014082
2,CVF-AE,6,20280736,298.291919059059,6.7387483,1,0,9547,1,0.0306662,511,344,6,6,0.002494
2,CVF-AE,7,20280737,302.619962250227,6.6447897,1,0,9569,12,0.2905866,512,296,27,22,0.0028146
2,CVF-AE,8,20280738,303.247052436039,6.8801369,1,0,9548,0,0.0280795,514,315,4,3,0.0020753
2,CVF-AE,9,20280739,301.074709941712,6.6577902,1,0,9546,5,0.0954836,511,312,5,3,0.00253
2,CVF-AE,10,20280740,300.586041211239,6.6588391,1,0,9547,0,0.0214725,513,331,4,4,0.0024229
2,CVF-AE,11,20280741,301.153546095554,6.748227,1,0,9548,3,0.0711097,508,295,10,8,0.0024908
2,CVF-AE,12,20280742,303.379233046224,6.881062,1,0,9560,10,0.2237791,510,332,20,16,0.0027132
2,CVF-AE,13,20280743,298.868925122623,6.6821989,1,0,9540,4,0.098908,503,307,7,6,0.001757
2,CVF-AE,14,20280744,305.159328541507,6.8565529,1,0,9568,14,0.2897685,510,330,28,25,0.0030818
2,CVF-AE,15,20280745,295.966558012057,6.787531,1,0,9551,2,0.04488,512,294,9,6,0.0024506
2,CVF-AE,16,20280746,300.288730328163,6.833301,1,0,9547,4,0.111097,510,322,7,2,0.0026609
2,CVF-AE,17,20280747,306.001517968724,6.7359699,1,0,9555,4,0.0927575,512,336,13,12,0.0018102
2,CVF-AE,18,20280748,301.784974306163,6.8568454,1,0,9574,13,0.3215663,512,313,32,22,0.0026775
2,CVF-AE,19,20280749,299.997484494315,6.6828808,1,0,9547,3,0.0765217,513,290,4,4,0.0028736
2,CVF-AE,20,20280750,297.568583204915,6.698608,1,0,9564,11,0.2549036,511,330,23,17,0.0027909
2,CVF-AE,21,20280751,298.038845723075,6.7601772,1,0,9543,2,0.0453154,510,303,3,3,0.0025693
2,CVF-AE,22,20280752,299.124008234375,6.659957,1,0,9545,1,0.0256854,510,370,5,4,0.002695
2,CVF-AE,23,20280753,300.824754693959,6.9623611,1,0,9570,15,0.3460653,511,313,29,16,0.0015027
2,CVF-AE,24,20280754,302.819076108751,6.8076781,1,0,9551,5,0.1122179,511,326,10,4,0.0028028
2,CVF-AE,25,20280755,297.50539018409,6.8196584,1,0,9554,4,0.1160368,513,301,11,7,0.0026637
2,CVF-AE,26,20280756,303.080661430803,6.8484459,1,0,9561,10,0.2561842,510,310,21,17,0.0025999
2,CVF-AE,27,20280757,298.725151140125,6.8505198,1,0,9547,2,0.044601,512,285,5,4,0.0022032
2,CVF-AE,28,20280758,301.133738373621,6.5987798,1,0,9563,14,0.2749154,513,325,20,14,0.0025166
2,CVF-AE,29,20280759,303.239908723306,6.7877653,1,0,9548,1,0.0215998,512,305,6,3,0.0023104
2,CVF-AE,30,20280760,302.769107593636,6.8057389,1,0,9550,0,0.0243269,514,346,6,6,0.0027303
2,AE,1,20280831,1839.01688656664,5.07093,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.001734
2,AE,2,20280832,1168.4245417644,5.1171055,0,5,9030,NaN,NaN,NaN,NaN,0,0,0.0018439
2,AE,3,20280833,1395.54820573087,4.9796535,0,6,9030,NaN,NaN,NaN,NaN,0,0,0.0015826
2,AE,4,20280834,1896.02898124043,4.9296962,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0017177
2,AE,5,20280835,1452.75340289471,4.9282211,0,6,9030,NaN,NaN,NaN,NaN,0,0,0.0016959
2,AE,6,20280836,1649.35908273057,4.922206,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0015748
2,AE,7,20280837,1932.52352495752,4.7539616,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0011614
2,AE,8,20280838,2060.21735755192,5.0106707,0,10,9030,NaN,NaN,NaN,NaN,0,0,0.0017397
2,AE,9,20280839,1805.88449748266,4.9854861,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0014436
2,AE,10,20280840,1780.53993684029,5.0746504,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0014053
2,AE,11,20280841,1857.99798804745,4.990223,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0018093
2,AE,12,20280842,1102.82407832753,5.6962079,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0009072
2,AE,13,20280843,1923.89641496628,5.258425,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.001731
2,AE,14,20280844,1854.32208810392,4.9423849,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0018168
2,AE,15,20280845,2327.61028010971,5.0073353,0,12,9030,NaN,NaN,NaN,NaN,0,0,0.0016689
2,AE,16,20280846,2272.67879711434,4.9715929,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0014603
2,AE,17,20280847,1098.55787366242,4.9545151,0,5,9030,NaN,NaN,NaN,NaN,0,0,0.001969
2,AE,18,20280848,1696.66928752481,4.9096912,0,8.13494439423783,9030,NaN,NaN,NaN,NaN,0,0,0.0016955
2,AE,19,20280849,1407.85556184218,4.8757049,0,5,9030,NaN,NaN,NaN,NaN,0,0,0.0012864
2,AE,20,20280850,1852.43856818251,4.8223796,0,9,9030,NaN,NaN,NaN,NaN,0,0,0.0016037
2,AE,21,20280851,1802.96719443254,5.497486,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0013732
2,AE,22,20280852,938.889560911234,5.5996026,0,4,9030,NaN,NaN,NaN,NaN,0,0,0.0014524
2,AE,23,20280853,828.248705902654,5.5159315,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0016291
2,AE,24,20280854,2159.41216136612,5.6573633,0,10,9030,NaN,NaN,NaN,NaN,0,0,0.0015623
2,AE,25,20280855,1633.81816298348,5.9353867,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0012052
2,AE,26,20280856,2317.40538192897,5.9956923,0,11,9030,NaN,NaN,NaN,NaN,0,0,0.0014696
2,AE,27,20280857,827.588900958427,5.7656364,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0013687
2,AE,28,20280858,1551.2227783777,5.6725347,0,7,9030,NaN,NaN,NaN,NaN,0,0,0.0014449
2,AE,29,20280859,2022.40567573423,6.1430845,0,10,9030,NaN,NaN,NaN,NaN,0,0,0.0012849
2,AE,30,20280860,1595.021265911,5.5687294,0,8,9030,NaN,NaN,NaN,NaN,0,0,0.0011312
2,PSO,1,20280931,1042.85468773599,6.3424342,0,4,9030,NaN,NaN,NaN,NaN,0,0,0.0013005
2,PSO,2,20280932,774.31053746748,5.5147322,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0015169
2,PSO,3,20280933,958.207962109167,5.5012055,0,2,9030,NaN,NaN,NaN,NaN,0,0,0.0016728
2,PSO,4,20280934,353.219216478804,5.273217,1,3.5527136788005e-14,9030,NaN,NaN,NaN,NaN,0,0,0.0014472
2,PSO,5,20280935,282.860249636185,5.320171,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0011922
2,PSO,6,20280936,777.750775581225,5.5296068,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0017492
2,PSO,7,20280937,424.077286651537,5.2118145,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0010664
2,PSO,8,20280938,1006.80796449761,4.8912038,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0019759
2,PSO,9,20280939,2008.90666907556,4.789922,0,10,9030,NaN,NaN,NaN,NaN,0,0,0.0017693
2,PSO,10,20280940,1075.53581814694,4.6868801,0,5,9030,NaN,NaN,NaN,NaN,0,0,0.0014888
2,PSO,11,20280941,283.228553208535,4.7589943,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0019431
2,PSO,12,20280942,851.66178887413,4.8521976,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0013722
2,PSO,13,20280943,786.932231441405,4.7988604,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0018318
2,PSO,14,20280944,280.565779988119,4.8390139,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001626
2,PSO,15,20280945,854.584280283212,4.7725707,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.001315
2,PSO,16,20280946,890.358949422039,4.7544216,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0014775
2,PSO,17,20280947,1029.95609251386,5.0307076,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0015097
2,PSO,18,20280948,641.769867919395,4.9043301,0,2,9030,NaN,NaN,NaN,NaN,0,0,0.0012984
2,PSO,19,20280949,288.013235857244,5.0677978,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015089
2,PSO,20,20280950,770.193035294185,4.9329951,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0014354
2,PSO,21,20280951,414.071672023244,4.9229843,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0013858
2,PSO,22,20280952,655.742171766313,4.8255091,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001224
2,PSO,23,20280953,303.556291295368,4.8836157,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0008298
2,PSO,24,20280954,335.081036395909,4.9301015,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.001334
2,PSO,25,20280955,294.321843500823,4.9766396,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0014661
2,PSO,26,20280956,795.891918601154,5.1111308,0,3,9030,NaN,NaN,NaN,NaN,0,0,0.0016966
2,PSO,27,20280957,355.058760918145,4.5389627,1,0,9030,NaN,NaN,NaN,NaN,0,0,0.0015795
